Molecule,LogP_chembl
CMPLOGP00005586,8.63
CMPLOGP00005587,8.64
CMPLOGP00005588,8.64
CMPLOGP00005589,8.64
CMPLOGP00005590,8.68
CMPLOGP00005591,8.7
CMPLOGP00005592,8.7
CMPLOGP00005593,8.72
CMPLOGP00005594,8.75
CMPLOGP00005595,8.79
CMPLOGP00005596,8.79
CMPLOGP00005597,8.87
CMPLOGP00005598,8.9
CMPLOGP00005599,8.9
CMPLOGP00005600,9.06
CMPLOGP00005601,9.08
CMPLOGP00005602,9.08
CMPLOGP00005603,9.16
CMPLOGP00005604,9.16
CMPLOGP00005605,9.2
CMPLOGP00005606,9.3
CMPLOGP00005607,9.3
CMPLOGP00005608,9.3
CMPLOGP00005609,9.35
CMPLOGP00005610,9.5
CMPLOGP00005611,9.5
CMPLOGP00005612,9.5
CMPLOGP00005613,9.57
CMPLOGP00005614,9.58
CMPLOGP00005615,9.62
CMPLOGP00005616,9.64
CMPLOGP00005617,9.65
CMPLOGP00005618,9.96
