Molecule,LogP_chembl
CMPLOGP00002782,2.57
CMPLOGP00002783,2.57
CMPLOGP00002784,2.57
CMPLOGP00002785,2.58
CMPLOGP00002786,2.58
CMPLOGP00002787,2.58
CMPLOGP00002788,2.58
CMPLOGP00002789,2.58
CMPLOGP00002790,2.58
CMPLOGP00002791,2.58
CMPLOGP00002792,2.59
CMPLOGP00002793,2.59
CMPLOGP00002794,2.59
CMPLOGP00002795,2.59
CMPLOGP00002796,2.59
CMPLOGP00002797,2.59
CMPLOGP00002798,2.59
CMPLOGP00002799,2.59
CMPLOGP00002800,2.6
CMPLOGP00002801,2.6
CMPLOGP00002802,2.6
CMPLOGP00002803,2.6
CMPLOGP00002804,2.6
CMPLOGP00002805,2.6
CMPLOGP00002806,2.6
CMPLOGP00002807,2.6
CMPLOGP00002808,2.6
CMPLOGP00002809,2.6
CMPLOGP00002810,2.6
CMPLOGP00002811,2.6
CMPLOGP00002812,2.6
CMPLOGP00002813,2.6
CMPLOGP00002814,2.6
CMPLOGP00002815,2.6
CMPLOGP00002816,2.6
CMPLOGP00002817,2.6
CMPLOGP00002818,2.6
CMPLOGP00002819,2.61
CMPLOGP00002820,2.61
CMPLOGP00002821,2.61
CMPLOGP00002822,2.61
CMPLOGP00002823,2.61
CMPLOGP00002824,2.61
CMPLOGP00002825,2.61
CMPLOGP00002826,2.61
CMPLOGP00002827,2.61
CMPLOGP00002828,2.61
CMPLOGP00002829,2.61
CMPLOGP00002830,2.61
CMPLOGP00002831,2.61
CMPLOGP00002832,2.61
CMPLOGP00002833,2.612
CMPLOGP00002834,2.62
CMPLOGP00002835,2.62
CMPLOGP00002836,2.62
CMPLOGP00002837,2.629
CMPLOGP00002838,2.63
CMPLOGP00002839,2.63
CMPLOGP00002840,2.63
CMPLOGP00002841,2.63
CMPLOGP00002842,2.63
CMPLOGP00002843,2.63
CMPLOGP00002844,2.64
CMPLOGP00002845,2.64
CMPLOGP00002846,2.65
CMPLOGP00002847,2.65
CMPLOGP00002848,2.65
CMPLOGP00002849,2.65
CMPLOGP00002850,2.65
CMPLOGP00002851,2.65
CMPLOGP00002852,2.65
CMPLOGP00002853,2.65
CMPLOGP00002854,2.65
CMPLOGP00002855,2.65
CMPLOGP00002856,2.66
CMPLOGP00002857,2.66
CMPLOGP00002858,2.66
CMPLOGP00002859,2.66
CMPLOGP00002860,2.66
CMPLOGP00002861,2.66
CMPLOGP00002862,2.66
CMPLOGP00002863,2.66
CMPLOGP00002864,2.67
CMPLOGP00002865,2.67
CMPLOGP00002866,2.67
CMPLOGP00002867,2.67
CMPLOGP00002868,2.67
CMPLOGP00002869,2.67
CMPLOGP00002870,2.67
CMPLOGP00002871,2.67
CMPLOGP00002872,2.68
CMPLOGP00002873,2.68
CMPLOGP00002874,2.68
CMPLOGP00002875,2.68
CMPLOGP00002876,2.68
CMPLOGP00002877,2.68
CMPLOGP00002878,2.68
CMPLOGP00002879,2.68
CMPLOGP00002880,2.68
CMPLOGP00002881,2.68
CMPLOGP00002882,2.68
CMPLOGP00002883,2.68
CMPLOGP00002884,2.68
CMPLOGP00002885,2.68
CMPLOGP00002886,2.69
CMPLOGP00002887,2.69
CMPLOGP00002888,2.69
CMPLOGP00002889,2.69
CMPLOGP00002890,2.69
CMPLOGP00002891,2.696
CMPLOGP00002892,2.7
CMPLOGP00002893,2.7
CMPLOGP00002894,2.7
CMPLOGP00002895,2.7
CMPLOGP00002896,2.7
CMPLOGP00002897,2.7
CMPLOGP00002898,2.7
CMPLOGP00002899,2.7
CMPLOGP00002900,2.7
CMPLOGP00002901,2.7
CMPLOGP00002902,2.7
CMPLOGP00002903,2.7
CMPLOGP00002904,2.7
CMPLOGP00002905,2.7
CMPLOGP00002906,2.7
CMPLOGP00002907,2.7
CMPLOGP00002908,2.7
CMPLOGP00002909,2.7
CMPLOGP00002910,2.7
CMPLOGP00002911,2.7
CMPLOGP00002912,2.7
CMPLOGP00002913,2.7
CMPLOGP00002914,2.7
CMPLOGP00002915,2.7
CMPLOGP00002916,2.7
CMPLOGP00002917,2.71
CMPLOGP00002918,2.71
CMPLOGP00002919,2.71
CMPLOGP00002920,2.71
CMPLOGP00002921,2.71
CMPLOGP00002922,2.71
CMPLOGP00002923,2.71
CMPLOGP00002924,2.71
CMPLOGP00002925,2.72
CMPLOGP00002926,2.72
CMPLOGP00002927,2.72
CMPLOGP00002928,2.72
CMPLOGP00002929,2.72
CMPLOGP00002930,2.72
CMPLOGP00002931,2.72
CMPLOGP00002932,2.72
CMPLOGP00002933,2.72
CMPLOGP00002934,2.72
CMPLOGP00002935,2.72
CMPLOGP00002936,2.72
CMPLOGP00002937,2.73
CMPLOGP00002938,2.73
CMPLOGP00002939,2.73
CMPLOGP00002940,2.73
CMPLOGP00002941,2.73
CMPLOGP00002942,2.73
CMPLOGP00002943,2.73
CMPLOGP00002944,2.73
CMPLOGP00002945,2.73
CMPLOGP00002946,2.73
CMPLOGP00002947,2.73
CMPLOGP00002948,2.74
CMPLOGP00002949,2.74
CMPLOGP00002950,2.74
CMPLOGP00002951,2.74
CMPLOGP00002952,2.74
CMPLOGP00002953,2.74
CMPLOGP00002954,2.74
CMPLOGP00002955,2.74
CMPLOGP00002956,2.74
CMPLOGP00002957,2.74
CMPLOGP00002958,2.74
CMPLOGP00002959,2.74
CMPLOGP00002960,2.75
CMPLOGP00002961,2.75
CMPLOGP00002962,2.75
CMPLOGP00002963,2.75
CMPLOGP00002964,2.75
CMPLOGP00002965,2.75
CMPLOGP00002966,2.75
CMPLOGP00002967,2.75
CMPLOGP00002968,2.75
CMPLOGP00002969,2.75
CMPLOGP00002970,2.75
CMPLOGP00002971,2.75
CMPLOGP00002972,2.76
CMPLOGP00002973,2.76
CMPLOGP00002974,2.76
CMPLOGP00002975,2.76
CMPLOGP00002976,2.76
CMPLOGP00002977,2.76
CMPLOGP00002978,2.76
CMPLOGP00002979,2.76
CMPLOGP00002980,2.76
CMPLOGP00002981,2.76
CMPLOGP00002982,2.77
CMPLOGP00002983,2.77
CMPLOGP00002984,2.77
CMPLOGP00002985,2.77
CMPLOGP00002986,2.77
CMPLOGP00002987,2.77
CMPLOGP00002988,2.77
CMPLOGP00002989,2.77
CMPLOGP00002990,2.78
CMPLOGP00002991,2.78
CMPLOGP00002992,2.78
CMPLOGP00002993,2.78
CMPLOGP00002994,2.78
CMPLOGP00002995,2.78
CMPLOGP00002996,2.78
CMPLOGP00002997,2.78
CMPLOGP00002998,2.78
CMPLOGP00002999,2.79
CMPLOGP00003000,2.79
CMPLOGP00003001,2.79
CMPLOGP00003002,2.79
CMPLOGP00003003,2.8
CMPLOGP00003004,2.8
CMPLOGP00003005,2.8
CMPLOGP00003006,2.8
CMPLOGP00003007,2.8
CMPLOGP00003008,2.8
CMPLOGP00003009,2.8
CMPLOGP00003010,2.8
CMPLOGP00003011,2.8
CMPLOGP00003012,2.8
CMPLOGP00003013,2.8
CMPLOGP00003014,2.8
CMPLOGP00003015,2.8
CMPLOGP00003016,2.8
CMPLOGP00003017,2.8
CMPLOGP00003018,2.8
CMPLOGP00003019,2.8
CMPLOGP00003020,2.8
CMPLOGP00003021,2.8
CMPLOGP00003022,2.8
CMPLOGP00003023,2.8
CMPLOGP00003024,2.8
CMPLOGP00003025,2.8
CMPLOGP00003026,2.8
CMPLOGP00003027,2.8
CMPLOGP00003028,2.8
CMPLOGP00003029,2.8
CMPLOGP00003030,2.8
CMPLOGP00003031,2.8
CMPLOGP00003032,2.8
CMPLOGP00003033,2.81
CMPLOGP00003034,2.81
CMPLOGP00003035,2.81
CMPLOGP00003036,2.81
CMPLOGP00003037,2.81
CMPLOGP00003038,2.81
CMPLOGP00003039,2.81
CMPLOGP00003040,2.81
CMPLOGP00003041,2.82
CMPLOGP00003042,2.82
CMPLOGP00003043,2.82
CMPLOGP00003044,2.82
CMPLOGP00003045,2.82
CMPLOGP00003046,2.82
CMPLOGP00003047,2.82
CMPLOGP00003048,2.82
CMPLOGP00003049,2.82
CMPLOGP00003050,2.82
CMPLOGP00003051,2.82
CMPLOGP00003052,2.83
CMPLOGP00003053,2.83
CMPLOGP00003054,2.83
CMPLOGP00003055,2.83
CMPLOGP00003056,2.83
CMPLOGP00003057,2.83
CMPLOGP00003058,2.83
CMPLOGP00003059,2.83
CMPLOGP00003060,2.83
CMPLOGP00003061,2.83
CMPLOGP00003062,2.83
CMPLOGP00003063,2.83
CMPLOGP00003064,2.84
CMPLOGP00003065,2.84
CMPLOGP00003066,2.84
CMPLOGP00003067,2.84
CMPLOGP00003068,2.84
CMPLOGP00003069,2.84
CMPLOGP00003070,2.84
CMPLOGP00003071,2.84
CMPLOGP00003072,2.85
CMPLOGP00003073,2.85
CMPLOGP00003074,2.85
CMPLOGP00003075,2.85
CMPLOGP00003076,2.85
CMPLOGP00003077,2.85
CMPLOGP00003078,2.85
CMPLOGP00003079,2.85
CMPLOGP00003080,2.86
CMPLOGP00003081,2.86
CMPLOGP00003082,2.86
CMPLOGP00003083,2.86
CMPLOGP00003084,2.86
CMPLOGP00003085,2.86
CMPLOGP00003086,2.86
CMPLOGP00003087,2.86
CMPLOGP00003088,2.86
CMPLOGP00003089,2.87
CMPLOGP00003090,2.87
CMPLOGP00003091,2.87
CMPLOGP00003092,2.87
CMPLOGP00003093,2.88
CMPLOGP00003094,2.88
CMPLOGP00003095,2.88
CMPLOGP00003096,2.88
CMPLOGP00003097,2.88
CMPLOGP00003098,2.88
CMPLOGP00003099,2.88
CMPLOGP00003100,2.89
CMPLOGP00003101,2.89
CMPLOGP00003102,2.89
CMPLOGP00003103,2.89
CMPLOGP00003104,2.89
CMPLOGP00003105,2.89
CMPLOGP00003106,2.89
CMPLOGP00003107,2.89
CMPLOGP00003108,2.89
CMPLOGP00003109,2.89
CMPLOGP00003110,2.89
CMPLOGP00003111,2.89
CMPLOGP00003112,2.89
CMPLOGP00003113,2.89
CMPLOGP00003114,2.89
CMPLOGP00003115,2.9
CMPLOGP00003116,2.9
CMPLOGP00003117,2.9
CMPLOGP00003118,2.9
CMPLOGP00003119,2.9
CMPLOGP00003120,2.9
CMPLOGP00003121,2.9
CMPLOGP00003122,2.9
CMPLOGP00003123,2.9
CMPLOGP00003124,2.9
CMPLOGP00003125,2.9
CMPLOGP00003126,2.9
CMPLOGP00003127,2.9
CMPLOGP00003128,2.9
CMPLOGP00003129,2.9
CMPLOGP00003130,2.9
CMPLOGP00003131,2.9
CMPLOGP00003132,2.9
CMPLOGP00003133,2.9
CMPLOGP00003134,2.9
CMPLOGP00003135,2.9
CMPLOGP00003136,2.9
CMPLOGP00003137,2.9
CMPLOGP00003138,2.9
CMPLOGP00003139,2.9
CMPLOGP00003140,2.9
CMPLOGP00003141,2.9
CMPLOGP00003142,2.9
CMPLOGP00003143,2.9
CMPLOGP00003144,2.9
CMPLOGP00003145,2.9
CMPLOGP00003146,2.91
CMPLOGP00003147,2.91
CMPLOGP00003148,2.91
CMPLOGP00003149,2.91
CMPLOGP00003150,2.91
CMPLOGP00003151,2.91
CMPLOGP00003152,2.91
CMPLOGP00003153,2.91
CMPLOGP00003154,2.91
CMPLOGP00003155,2.92
CMPLOGP00003156,2.92
CMPLOGP00003157,2.92
CMPLOGP00003158,2.92
CMPLOGP00003159,2.92
CMPLOGP00003160,2.92
CMPLOGP00003161,2.93
CMPLOGP00003162,2.93
CMPLOGP00003163,2.93
CMPLOGP00003164,2.93
CMPLOGP00003165,2.93
CMPLOGP00003166,2.94
CMPLOGP00003167,2.94
CMPLOGP00003168,2.94
CMPLOGP00003169,2.94
CMPLOGP00003170,2.94
CMPLOGP00003171,2.94
CMPLOGP00003172,2.94
CMPLOGP00003173,2.94
CMPLOGP00003174,2.94
CMPLOGP00003175,2.94
CMPLOGP00003176,2.94
CMPLOGP00003177,2.94
CMPLOGP00003178,2.95
CMPLOGP00003179,2.95
CMPLOGP00003180,2.95
CMPLOGP00003181,2.95
CMPLOGP00003182,2.95
CMPLOGP00003183,2.95
CMPLOGP00003184,2.95
CMPLOGP00003185,2.95
CMPLOGP00003186,2.95
CMPLOGP00003187,2.96
CMPLOGP00003188,2.96
CMPLOGP00003189,2.96
CMPLOGP00003190,2.96
CMPLOGP00003191,2.96
CMPLOGP00003192,2.96
CMPLOGP00003193,2.96
CMPLOGP00003194,2.96
CMPLOGP00003195,2.96
CMPLOGP00003196,2.96
CMPLOGP00003197,2.96
CMPLOGP00003198,2.96
CMPLOGP00003199,2.96
CMPLOGP00003200,2.97
CMPLOGP00003201,2.97
CMPLOGP00003202,2.97
CMPLOGP00003203,2.97
CMPLOGP00003204,2.97
CMPLOGP00003205,2.97
CMPLOGP00003206,2.97
CMPLOGP00003207,2.975
CMPLOGP00003208,2.98
CMPLOGP00003209,2.98
CMPLOGP00003210,2.98
CMPLOGP00003211,2.98
CMPLOGP00003212,2.98
CMPLOGP00003213,2.98
CMPLOGP00003214,2.98
CMPLOGP00003215,2.98
CMPLOGP00003216,2.99
CMPLOGP00003217,2.99
CMPLOGP00003218,2.99
CMPLOGP00003219,2.99
CMPLOGP00003220,2.99
CMPLOGP00003221,2.99
CMPLOGP00003222,3
CMPLOGP00003223,3
CMPLOGP00003224,3
CMPLOGP00003225,3
CMPLOGP00003226,3
CMPLOGP00003227,3
CMPLOGP00003228,3
CMPLOGP00003229,3
CMPLOGP00003230,3
CMPLOGP00003231,3
CMPLOGP00003232,3
CMPLOGP00003233,3
CMPLOGP00003234,3
CMPLOGP00003235,3
CMPLOGP00003236,3
CMPLOGP00003237,3
CMPLOGP00003238,3
CMPLOGP00003239,3
CMPLOGP00003240,3.01
CMPLOGP00003241,3.01
CMPLOGP00003242,3.01
CMPLOGP00003243,3.01
CMPLOGP00003244,3.01
CMPLOGP00003245,3.01
CMPLOGP00003246,3.01
CMPLOGP00003247,3.01
CMPLOGP00003248,3.01
CMPLOGP00003249,3.01
CMPLOGP00003250,3.01
CMPLOGP00003251,3.01
CMPLOGP00003252,3.011
CMPLOGP00003253,3.02
CMPLOGP00003254,3.02
CMPLOGP00003255,3.02
CMPLOGP00003256,3.02
CMPLOGP00003257,3.02
CMPLOGP00003258,3.02
CMPLOGP00003259,3.021
CMPLOGP00003260,3.03
CMPLOGP00003261,3.03
CMPLOGP00003262,3.03
CMPLOGP00003263,3.04
CMPLOGP00003264,3.04
CMPLOGP00003265,3.04
CMPLOGP00003266,3.04
CMPLOGP00003267,3.04
CMPLOGP00003268,3.047
CMPLOGP00003269,3.047
CMPLOGP00003270,3.05
CMPLOGP00003271,3.05
CMPLOGP00003272,3.05
CMPLOGP00003273,3.05
CMPLOGP00003274,3.05
CMPLOGP00003275,3.05
CMPLOGP00003276,3.05
CMPLOGP00003277,3.052
CMPLOGP00003278,3.06
CMPLOGP00003279,3.06
CMPLOGP00003280,3.06
CMPLOGP00003281,3.06
CMPLOGP00003282,3.06
CMPLOGP00003283,3.06
CMPLOGP00003284,3.06
CMPLOGP00003285,3.06
CMPLOGP00003286,3.0668
CMPLOGP00003287,3.067
CMPLOGP00003288,3.07
CMPLOGP00003289,3.07
CMPLOGP00003290,3.07
CMPLOGP00003291,3.08
CMPLOGP00003292,3.08
CMPLOGP00003293,3.08
CMPLOGP00003294,3.08
CMPLOGP00003295,3.08
CMPLOGP00003296,3.09
CMPLOGP00003297,3.09
CMPLOGP00003298,3.09
CMPLOGP00003299,3.09
CMPLOGP00003300,3.09
CMPLOGP00003301,3.09
CMPLOGP00003302,3.09
CMPLOGP00003303,3.09
CMPLOGP00003304,3.1
CMPLOGP00003305,3.1
CMPLOGP00003306,3.1
CMPLOGP00003307,3.1
CMPLOGP00003308,3.1
CMPLOGP00003309,3.1
CMPLOGP00003310,3.1
CMPLOGP00003311,3.1
CMPLOGP00003312,3.1
CMPLOGP00003313,3.1
CMPLOGP00003314,3.1
CMPLOGP00003315,3.1
CMPLOGP00003316,3.1
CMPLOGP00003317,3.1
CMPLOGP00003318,3.1
CMPLOGP00003319,3.1
CMPLOGP00003320,3.1
CMPLOGP00003321,3.1
CMPLOGP00003322,3.1
CMPLOGP00003323,3.1
CMPLOGP00003324,3.1
CMPLOGP00003325,3.1
CMPLOGP00003326,3.1
CMPLOGP00003327,3.1
CMPLOGP00003328,3.1
CMPLOGP00003329,3.1
CMPLOGP00003330,3.11
CMPLOGP00003331,3.11
CMPLOGP00003332,3.11
CMPLOGP00003333,3.11
CMPLOGP00003334,3.11
CMPLOGP00003335,3.11
CMPLOGP00003336,3.11
CMPLOGP00003337,3.12
CMPLOGP00003338,3.12
CMPLOGP00003339,3.12
CMPLOGP00003340,3.12
CMPLOGP00003341,3.12
CMPLOGP00003342,3.12
CMPLOGP00003343,3.12
CMPLOGP00003344,3.12
CMPLOGP00003345,3.12
CMPLOGP00003346,3.12
CMPLOGP00003347,3.12
CMPLOGP00003348,3.12
CMPLOGP00003349,3.12
CMPLOGP00003350,3.12
CMPLOGP00003351,3.12
CMPLOGP00003352,3.12
CMPLOGP00003353,3.12
CMPLOGP00003354,3.12
CMPLOGP00003355,3.13
CMPLOGP00003356,3.13
CMPLOGP00003357,3.13
CMPLOGP00003358,3.13
CMPLOGP00003359,3.13
CMPLOGP00003360,3.13
CMPLOGP00003361,3.13
CMPLOGP00003362,3.14
CMPLOGP00003363,3.14
CMPLOGP00003364,3.14
CMPLOGP00003365,3.14
CMPLOGP00003366,3.14
CMPLOGP00003367,3.14
CMPLOGP00003368,3.14
CMPLOGP00003369,3.15
CMPLOGP00003370,3.15
CMPLOGP00003371,3.15
CMPLOGP00003372,3.15
CMPLOGP00003373,3.15
CMPLOGP00003374,3.15
CMPLOGP00003375,3.15
CMPLOGP00003376,3.15
CMPLOGP00003377,3.15
CMPLOGP00003378,3.16
CMPLOGP00003379,3.16
CMPLOGP00003380,3.16
CMPLOGP00003381,3.16
CMPLOGP00003382,3.16
CMPLOGP00003383,3.16
CMPLOGP00003384,3.16
CMPLOGP00003385,3.165
CMPLOGP00003386,3.17
CMPLOGP00003387,3.17
CMPLOGP00003388,3.17
CMPLOGP00003389,3.17
CMPLOGP00003390,3.17
CMPLOGP00003391,3.17
CMPLOGP00003392,3.17
CMPLOGP00003393,3.17
CMPLOGP00003394,3.17
CMPLOGP00003395,3.177
CMPLOGP00003396,3.18
CMPLOGP00003397,3.18
CMPLOGP00003398,3.18
CMPLOGP00003399,3.18
CMPLOGP00003400,3.18
CMPLOGP00003401,3.18
CMPLOGP00003402,3.18
CMPLOGP00003403,3.18
CMPLOGP00003404,3.18
CMPLOGP00003405,3.188
CMPLOGP00003406,3.19
CMPLOGP00003407,3.19
CMPLOGP00003408,3.19
CMPLOGP00003409,3.19
CMPLOGP00003410,3.19
CMPLOGP00003411,3.19
CMPLOGP00003412,3.19
CMPLOGP00003413,3.19
CMPLOGP00003414,3.19
CMPLOGP00003415,3.19
CMPLOGP00003416,3.19
CMPLOGP00003417,3.19
CMPLOGP00003418,3.2
CMPLOGP00003419,3.2
CMPLOGP00003420,3.2
CMPLOGP00003421,3.2
CMPLOGP00003422,3.2
CMPLOGP00003423,3.2
CMPLOGP00003424,3.2
CMPLOGP00003425,3.2
CMPLOGP00003426,3.2
CMPLOGP00003427,3.2
CMPLOGP00003428,3.2
CMPLOGP00003429,3.2
CMPLOGP00003430,3.2
CMPLOGP00003431,3.2
CMPLOGP00003432,3.2
CMPLOGP00003433,3.2
CMPLOGP00003434,3.2
CMPLOGP00003435,3.2
CMPLOGP00003436,3.2
CMPLOGP00003437,3.2
CMPLOGP00003438,3.2
CMPLOGP00003439,3.2
CMPLOGP00003440,3.2
CMPLOGP00003441,3.2
CMPLOGP00003442,3.21
CMPLOGP00003443,3.21
CMPLOGP00003444,3.21
CMPLOGP00003445,3.21
CMPLOGP00003446,3.21
CMPLOGP00003447,3.21
CMPLOGP00003448,3.21
CMPLOGP00003449,3.21
CMPLOGP00003450,3.21
CMPLOGP00003451,3.21
CMPLOGP00003452,3.21
CMPLOGP00003453,3.22
CMPLOGP00003454,3.22
CMPLOGP00003455,3.22
CMPLOGP00003456,3.22
CMPLOGP00003457,3.22
CMPLOGP00003458,3.22
CMPLOGP00003459,3.22
CMPLOGP00003460,3.23
CMPLOGP00003461,3.23
CMPLOGP00003462,3.23
CMPLOGP00003463,3.23
CMPLOGP00003464,3.23
CMPLOGP00003465,3.24
CMPLOGP00003466,3.24
CMPLOGP00003467,3.24
CMPLOGP00003468,3.24
CMPLOGP00003469,3.24
CMPLOGP00003470,3.25
CMPLOGP00003471,3.25
CMPLOGP00003472,3.25
CMPLOGP00003473,3.25
CMPLOGP00003474,3.25
CMPLOGP00003475,3.25
CMPLOGP00003476,3.25
CMPLOGP00003477,3.25
CMPLOGP00003478,3.26
CMPLOGP00003479,3.26
CMPLOGP00003480,3.26
CMPLOGP00003481,3.26
CMPLOGP00003482,3.26
CMPLOGP00003483,3.26
CMPLOGP00003484,3.26
CMPLOGP00003485,3.26
CMPLOGP00003486,3.26
CMPLOGP00003487,3.26
CMPLOGP00003488,3.26
CMPLOGP00003489,3.26
CMPLOGP00003490,3.26
CMPLOGP00003491,3.26
CMPLOGP00003492,3.26
CMPLOGP00003493,3.26
CMPLOGP00003494,3.27
CMPLOGP00003495,3.27
CMPLOGP00003496,3.27
CMPLOGP00003497,3.277
CMPLOGP00003498,3.28
CMPLOGP00003499,3.28
CMPLOGP00003500,3.28
CMPLOGP00003501,3.28
CMPLOGP00003502,3.28
CMPLOGP00003503,3.28
CMPLOGP00003504,3.28
CMPLOGP00003505,3.28
CMPLOGP00003506,3.28
CMPLOGP00003507,3.28
CMPLOGP00003508,3.29
CMPLOGP00003509,3.29
CMPLOGP00003510,3.29
CMPLOGP00003511,3.29
CMPLOGP00003512,3.29
CMPLOGP00003513,3.29
CMPLOGP00003514,3.3
CMPLOGP00003515,3.3
CMPLOGP00003516,3.3
CMPLOGP00003517,3.3
CMPLOGP00003518,3.3
CMPLOGP00003519,3.3
CMPLOGP00003520,3.3
CMPLOGP00003521,3.3
CMPLOGP00003522,3.3
CMPLOGP00003523,3.3
CMPLOGP00003524,3.3
CMPLOGP00003525,3.3
CMPLOGP00003526,3.3
CMPLOGP00003527,3.3
CMPLOGP00003528,3.3
CMPLOGP00003529,3.3
CMPLOGP00003530,3.3
CMPLOGP00003531,3.3
CMPLOGP00003532,3.3
CMPLOGP00003533,3.3
CMPLOGP00003534,3.3
CMPLOGP00003535,3.3
CMPLOGP00003536,3.3
CMPLOGP00003537,3.3
CMPLOGP00003538,3.3
CMPLOGP00003539,3.3
CMPLOGP00003540,3.3
CMPLOGP00003541,3.3
CMPLOGP00003542,3.3
CMPLOGP00003543,3.3
CMPLOGP00003544,3.3
CMPLOGP00003545,3.3
CMPLOGP00003546,3.3
CMPLOGP00003547,3.3
CMPLOGP00003548,3.3
CMPLOGP00003549,3.3
CMPLOGP00003550,3.3
CMPLOGP00003551,3.3
CMPLOGP00003552,3.31
CMPLOGP00003553,3.31
CMPLOGP00003554,3.31
CMPLOGP00003555,3.31
CMPLOGP00003556,3.31
CMPLOGP00003557,3.31
CMPLOGP00003558,3.31
CMPLOGP00003559,3.31
CMPLOGP00003560,3.32
CMPLOGP00003561,3.32
CMPLOGP00003562,3.32
CMPLOGP00003563,3.32
CMPLOGP00003564,3.33
CMPLOGP00003565,3.33
CMPLOGP00003566,3.33
CMPLOGP00003567,3.33
CMPLOGP00003568,3.33
CMPLOGP00003569,3.34
CMPLOGP00003570,3.34
CMPLOGP00003571,3.34
CMPLOGP00003572,3.34
CMPLOGP00003573,3.34
CMPLOGP00003574,3.35
CMPLOGP00003575,3.35
CMPLOGP00003576,3.35
CMPLOGP00003577,3.35
CMPLOGP00003578,3.35
CMPLOGP00003579,3.35
CMPLOGP00003580,3.35
CMPLOGP00003581,3.35
CMPLOGP00003582,3.35
CMPLOGP00003583,3.35
CMPLOGP00003584,3.35
CMPLOGP00003585,3.35
CMPLOGP00003586,3.35
CMPLOGP00003587,3.36
CMPLOGP00003588,3.36
CMPLOGP00003589,3.36
CMPLOGP00003590,3.36
CMPLOGP00003591,3.36
CMPLOGP00003592,3.36
CMPLOGP00003593,3.36
CMPLOGP00003594,3.36
CMPLOGP00003595,3.36
CMPLOGP00003596,3.36
CMPLOGP00003597,3.36
CMPLOGP00003598,3.37
CMPLOGP00003599,3.37
CMPLOGP00003600,3.37
CMPLOGP00003601,3.37
CMPLOGP00003602,3.37
CMPLOGP00003603,3.38
CMPLOGP00003604,3.38
CMPLOGP00003605,3.38
CMPLOGP00003606,3.38
CMPLOGP00003607,3.38
CMPLOGP00003608,3.38
CMPLOGP00003609,3.38
CMPLOGP00003610,3.38
CMPLOGP00003611,3.38
CMPLOGP00003612,3.39
CMPLOGP00003613,3.39
CMPLOGP00003614,3.39
CMPLOGP00003615,3.39
CMPLOGP00003616,3.39
CMPLOGP00003617,3.39
CMPLOGP00003618,3.4
CMPLOGP00003619,3.4
CMPLOGP00003620,3.4
CMPLOGP00003621,3.4
CMPLOGP00003622,3.4
CMPLOGP00003623,3.4
CMPLOGP00003624,3.4
CMPLOGP00003625,3.4
CMPLOGP00003626,3.4
CMPLOGP00003627,3.4
CMPLOGP00003628,3.4
CMPLOGP00003629,3.4
CMPLOGP00003630,3.4
CMPLOGP00003631,3.4
CMPLOGP00003632,3.4
CMPLOGP00003633,3.4
CMPLOGP00003634,3.4
CMPLOGP00003635,3.4
CMPLOGP00003636,3.4
CMPLOGP00003637,3.4
CMPLOGP00003638,3.4
CMPLOGP00003639,3.4
CMPLOGP00003640,3.4
CMPLOGP00003641,3.4
CMPLOGP00003642,3.4
CMPLOGP00003643,3.4
CMPLOGP00003644,3.4
CMPLOGP00003645,3.4
CMPLOGP00003646,3.4
CMPLOGP00003647,3.4
CMPLOGP00003648,3.4
CMPLOGP00003649,3.4
CMPLOGP00003650,3.4
CMPLOGP00003651,3.4
CMPLOGP00003652,3.4
CMPLOGP00003653,3.4
CMPLOGP00003654,3.4
CMPLOGP00003655,3.4
CMPLOGP00003656,3.4
CMPLOGP00003657,3.4
CMPLOGP00003658,3.4
CMPLOGP00003659,3.41
CMPLOGP00003660,3.41
CMPLOGP00003661,3.41
CMPLOGP00003662,3.41
CMPLOGP00003663,3.41
CMPLOGP00003664,3.41
CMPLOGP00003665,3.41
CMPLOGP00003666,3.41
CMPLOGP00003667,3.41
CMPLOGP00003668,3.41
CMPLOGP00003669,3.42
CMPLOGP00003670,3.42
CMPLOGP00003671,3.42
CMPLOGP00003672,3.42
CMPLOGP00003673,3.42
CMPLOGP00003674,3.42
CMPLOGP00003675,3.42
CMPLOGP00003676,3.42
CMPLOGP00003677,3.42
CMPLOGP00003678,3.43
CMPLOGP00003679,3.43
CMPLOGP00003680,3.43
CMPLOGP00003681,3.43
CMPLOGP00003682,3.43
CMPLOGP00003683,3.43
CMPLOGP00003684,3.43
CMPLOGP00003685,3.43
CMPLOGP00003686,3.43
CMPLOGP00003687,3.43
CMPLOGP00003688,3.44
CMPLOGP00003689,3.44
CMPLOGP00003690,3.44
CMPLOGP00003691,3.44
CMPLOGP00003692,3.44
CMPLOGP00003693,3.44
CMPLOGP00003694,3.44
CMPLOGP00003695,3.44
CMPLOGP00003696,3.44
CMPLOGP00003697,3.44
CMPLOGP00003698,3.442
CMPLOGP00003699,3.447
CMPLOGP00003700,3.45
CMPLOGP00003701,3.45
CMPLOGP00003702,3.45
CMPLOGP00003703,3.45
CMPLOGP00003704,3.45
CMPLOGP00003705,3.45
CMPLOGP00003706,3.45
CMPLOGP00003707,3.45
CMPLOGP00003708,3.45
CMPLOGP00003709,3.45
CMPLOGP00003710,3.45
CMPLOGP00003711,3.46
CMPLOGP00003712,3.46
CMPLOGP00003713,3.46
CMPLOGP00003714,3.46
CMPLOGP00003715,3.46
